State,City,County,Facility,Confirmed Cases (Youth),Confirmed Cases (Staff),"Testing for Youth (Y/N)
includes testing at intake","Testing for Staff (Y/N)
includes verbal screenings and temperature checks","Visitation 
Policy (Suspended/Limited/Adapted*/
No Change/Resumed)
*includes increasing phone/video visitation","Education Policy
(In Person/Suspended/Educational Packets/Virtual)",Last Updated,Sources,Perma Links,Additional Notes
Maryland,NA,NA,Waxter Center,0,2,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,NA
Maryland,NA,NA,Western Maryland Children's Center,0,0,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,NA
Maryland,NA,NA,Backbone Youth Center,0,0,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,NA
Maryland,NA,NA,Mountain View,0,0,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,NA
Maryland,NA,NA,Green Ridge Youth Center,0,0,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,NA
Maryland,NA,NA,Meadow Mountain Youth Center,0,0,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,NA
Maryland,NA,NA,Garrett,0,0,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,NA
Maryland,NA,NA,Victor Cullen Center,0,1,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,NA
Maryland,NA,NA,Abraxas Academy (PA),0,1,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-COVID-Summary-Private-Providers-07172020.pdf,404 - Page Not Found,NA
Maryland,NA,NA,"Arrow Child and Family 
Ministries of Maryland, Inc.
 - Diagnostic Center",2,1,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,"Arc of Washington County, Inc.",0,1,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,"Chesapeake Treatment Center 
(The Right Moves/New Directions)",2,2,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,"Childrens Home, Inc.",0,1,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,George Republic (PA),0,1,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,"UHS of Delaware, Inc. -
 Harbor Point (VA)",5,6,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,Laurel Oaks (AL),0,1,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,Sandy Pines (FL),2,7,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,"Sequel - Mingus 
Mountain Academy (AZ)",76,21,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,"Sequel - Woodward 
Youth Academy (IA)",18,16,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,Sheppard Pratt,14,,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,Silver Oak Academy,27,18,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,Summit School Inc. (PA),20,18,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,"The Board of Child Care
 Eastern Shore (Denton)",0,1,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,"The Board of Child Care Main 
Campus (Baltimore County)",1,18,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,"Board of Child Care Baltimore- 
Treatment Foster Care",1,0,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,"The Board of Child Care - Independent 
Living Program (Balt. Co)",0,3,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,"The Jefferson School and 
Residential Treatment Center",0,1,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,"Woodbourne Center, Inc.",0,4,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Maryland,NA,NA,Wolverine Secure Treatment Center (MI),21,2,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://djs.maryland.gov/Documents/COVID-19/MD-DJS-Daily-Report-2-COVID-Summary-07172020.pdf,404 - Page Not Found,"DJS & non-DJS 
facilities"
Massachusetts,NA,NA,Department of Youth Services,3,4,NA,NA,NA,NA,2020-04-02T00:00:00Z,https://www.wbur.org/news/2020/04/02/massachusetts-youth-detention-covid-19-coronavirus,https://perma.cc/M6RG-MPRT,"3 staff cases and 3 youth cases in Suffolk County
1 staff case in Western Mass"
Michigan,NA,Kent,NA,2,3,NA,NA,NA,NA,2020-04-07T00:00:00Z,NA,NA,NA
Michigan,Kalamazoo,NA,Lakeside Academy,40,9,NA,NA,NA,NA,2020-06-22T00:00:00Z,https://www.metrotimes.com/news-hits/archives/2020/06/22/black-teen-died-after-screaming-i-cant-breathe-while-restrained-at-a-for-profit-youth-center-in-kalamazoo-lawsuit-states,https://perma.cc/8TZJ-YJLP,NA
Missouri,Fulton,NA,Fulton Youth Treatment Center,1,0,Y,NA,NA,NA,2020-07-17T00:00:00Z,https://dss.mo.gov/covid-19/dys-res-centers/index.htm,https://perma.cc/2YNT-4SRD,NA
Missouri,Hillsboro,NA,Hillsboro Treatment Center,0,1,y,y,NA,NA,2020-07-17T00:00:00Z,https://dss.mo.gov/covid-19/dys-res-centers/index.htm,https://perma.cc/63MQ-597K,NA
Missouri,St. Louis,NA,Hogan St Youth Center,23,15,y,Y,NA,NA,2020-07-17T00:00:00Z,https://dss.mo.gov/covid-19/dys-res-centers/index.htm,https://perma.cc/77BE-63JK,NA
Missouri,St. Louis,NA,Missouri Hills Youth Center,9,6,y,y,NA,NA,2020-07-17T00:00:00Z,https://dss.mo.gov/covid-19/dys-res-centers/index.htm,https://perma.cc/D4B7-PXDX,NA
Missouri,Montgomery City,NA,Montgomery City Youth Center,6,2,y,y,NA,NA,2020-07-17T00:00:00Z,https://dss.mo.gov/covid-19/dys-res-centers/index.htm,https://perma.cc/LVP3-R3Y9,NA
Missouri,Mount Vernon,NA,Mount Vernon Treatment Center,0,1,y,y,NA,NA,2020-07-17T00:00:00Z,https://dss.mo.gov/covid-19/dys-res-centers/index.htm,https://perma.cc/3JWV-NZAK,NA
Missouri,Kansas City,NA,Northwest Regional Youth Center,3,2,y,y,NA,NA,2020-07-17T00:00:00Z,https://dss.mo.gov/covid-19/dys-res-centers/index.htm,https://perma.cc/X5HR-RUN9,NA
Missouri,Wavery,NA,Waverly Youth Center,5,3,y,y,NA,NA,2020-07-17T00:00:00Z,https://dss.mo.gov/covid-19/dys-res-centers/index.htm,https://perma.cc/LYG9-Q4HG,NA
Nebraska,NA,NA,Youth Treatment and Rehabilitation Center-Kearney,3,6,NA,NA,NA,NA,2020-06-02T00:00:00Z,https://www.omaha.com/livewellnebraska/11-employees-and-1-patient-test-positive-for-covid-19-at-lincoln-regional-center/article_b5c166fc-1db9-5ae0-b6c4-180708ec187c.html,https://perma.cc/2QWJ-7C56,Happened in April
Nebraska,NA,Douglas County Youth Center,NA,0,1,NA,NA,NA,NA,2020-05-27T00:00:00Z,https://www.usnews.com/news/best-states/nebraska/articles/2020-05-27/number-of-cases-at-nebraska-prisons-detention-centers-rise,https://drive.google.com/file/d/16QdmvNGwrfVGtgmdqLUMmIbnxDz0VYUE/view?usp=sharing,NA
New Jersey,NA,NA,NA,29,39,Y,Y,Suspended (Video),Virtual,2020-07-07T00:00:00Z,https://www.nj.gov/oag/jjc/covid19-facilities.html,https://perma.cc/J668-XWMF,Numbers may overlap with information from Burlington and Middlesex Counties
New Mexico,Albuquerque,NA,"Youth Diagnostic and 
Development Center",0,1,Y,Y,NA,NA,2020-06-12T00:00:00Z,https://nmpoliticalreport.com/2020/06/12/cyfd-staff-at-youth-detention-center-tests-positive-for-covid-19/,https://perma.cc/L9V3-W36H,NA
New Mexico,NA,NA,Bernalillo County Youth Services Center,1,NA,NA,NA,NA,NA,2020-07-14T00:00:00Z,https://nmpoliticalreport.com/2020/07/18/detainee-at-bernalillo-county-youth-detention-center-tests-positive-for-covid-19/,https://perma.cc/7S7U-ZXYG,NA
New York,NA,Kings,NA,0,35,Y,NA,NA,Suspended,2020-05-28T00:00:00Z,https://jjie.org/2020/05/28/byzantine-system-for-youth-detention-facilities-in-viral-chaos/ for updated staff infections,https://perma.cc/TM53-CQ38; https://perma.cc/P4YB-462Z; https://perma.cc/F5LC-5MHD,first death 4/10
New York,NA,Bronx,NA,3,1,Y,NA,Suspended,NA,2020-04-10T00:00:00Z,"https://thecity.nyc/2020/03/juvenile-detention-staff-test-positive-but-no-kids-sprung.html
 https://thecity.nyc/2020/03/teens-sue-to-exit-detention-centers-as-coronavirus-closes-in.htmlhttps://thecity.nyc/2020/04/covid-staff-death-rocks-juvenile-center-for-virus-free-youth.html",https://perma.cc/ZM4Z-JHL5,NA
North Carolina,NA,NA,NA,0,4,O,O,NA,NA,2020-07-02T00:00:00Z,https://www.charlotteobserver.com/news/article243969897.html,https://perma.cc/XH8V-GSGL,includes 4 youth development centers & 7 juvenile detention centers
North Carolina,NA,NA,Edgecomb Youth Development Center,0,1,Y,Y,Suspended,NA,2020-06-10T00:00:00Z,https://jjie.org/2020/06/10/nc-emergency-petition-on-protecting-inmates-from-coronavirus-advances/,https://perma.cc/M9WV-37Z7,NA
North Carolina,NA,NA,Stonewall Jackson Youth Development Center,0,1,Y,Y,NA,NA,2020-07-24T00:00:00Z,https://www.newsobserver.com/news/local/crime/article244475307.html,https://drive.google.com/file/d/1OofcrXcw8JkWplAl91ozEd5vn5IXj11n/view?usp=sharing,NA
North Carolina,NA,Greenville,Pit Juvenile Detention Center,1,0,Y,Y,NA,NA,2020-07-24T00:00:00Z,https://www.newsobserver.com/news/local/crime/article244475307.html,https://drive.google.com/file/d/1OofcrXcw8JkWplAl91ozEd5vn5IXj11n/view?usp=sharing,NA
Ohio,NA,Clark,"Clark County Juvenile
 Detention Center",1,4,Y,Y,NA,NA,2020-05-29T00:00:00Z,https://www.springfieldnewssun.com/news/local/coronavirus-juvenile-four-employees-test-positive-clark-county-juvenile-detention-center/GH9OmHe5T8l2G7wACqnKFI/,https://perma.cc/FHK2-9RPX,NA
Ohio,NA,Franklin,NA,1,0,NA,NA,NA,NA,2020-04-22T00:00:00Z,https://abc6onyourside.com/news/coronavirus/ohio-governor-mike-dewine-first-minor-in-juvenile-correction-facility-has-tested-positive-for-covid-19,https://perma.cc/VB2K-6RTD; https://perma.cc/FY9Z-4AXA,NA
Ohio,NA,Cuyahoga,"Cuyahoga Hills Juvenile
 Correctional Facility",28,16,y,y,Limited,NA,2020-07-17T00:00:00Z,https://coronavirus.ohio.gov/static/reports/DYSCOVID-19Report.pdf,https://perma.cc/VB2K-6RTD; https://perma.cc/FY9Z-4AXA,NA
Ohio,NA,NA,"Circleville Juvenile 
Correctional Facility",0,0,y,y,NA,NA,2020-07-17T00:00:00Z,https://coronavirus.ohio.gov/static/reports/DYSCOVID-19Report.pdf,https://perma.cc/28T2-5ZVH,NA
Ohio,NA,NA,"Indian River Juvenile 
Correctional Facility",1,0,y,y,NA,NA,2020-07-17T00:00:00Z,https://coronavirus.ohio.gov/static/reports/DYSCOVID-19Report.pdf,https://perma.cc/G9NH-B4T6,NA
Ohio,NA,NA,Center for Adolescent Services,3,0,y,y,NA,NA,2020-07-17T00:00:00Z,https://coronavirus.ohio.gov/static/reports/DYSCOVID-19Report.pdf,https://perma.cc/QKM5-FSD2,NA
Ohio,NA,NA,Paint Creek Youth Center,0,0,y,y,NA,NA,2020-07-17T00:00:00Z,https://coronavirus.ohio.gov/static/reports/DYSCOVID-19Report.pdf,https://perma.cc/K5C2-38XX,NA
Ohio,NA,NA,Applewood,0,0,y,y,NA,NA,2020-07-17T00:00:00Z,https://coronavirus.ohio.gov/static/reports/DYSCOVID-19Report.pdf,https://perma.cc/R9EJ-DF4G,NA
Ohio,NA,NA,Buckeye Ranch,0,0,y,y,NA,NA,2020-07-17T00:00:00Z,https://coronavirus.ohio.gov/static/reports/DYSCOVID-19Report.pdf,https://perma.cc/Z3UN-HF6F,NA
Ohio,NA,NA,Oesterlen,0,0,y,y,NA,NA,2020-07-17T00:00:00Z,https://coronavirus.ohio.gov/static/reports/DYSCOVID-19Report.pdf,https://perma.cc/JN6Y-83LS,NA
Ohio,NA,NA,CCF Step Down,0,0,y,y,NA,NA,2020-07-17T00:00:00Z,https://coronavirus.ohio.gov/static/reports/DYSCOVID-19Report.pdf,https://perma.cc/469Y-G37Y,NA
South Carolina,NA,NA,Broad River Road Complex,0,3,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/73UV-X22W,NA
South Carolina,NA,NA,Coastal Evaluation Center,0,2,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/CL5R-NYRW,NA
South Carolina,NA,NA,Midlands Evaluation Center,1,7,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/W2VU-DATY,NA
South Carolina,NA,NA,Upstate Evaluation Center,0,3,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/MW4D-222D,NA
South Carolina,NA,NA,Juvenile Detention Center,4,1,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/C9CL-6295,NA
South Carolina,Richland,NA,Camp Aspen,0,8,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/XFG8-XTEG,NA
South Carolina,Aiken,NA,Youth Development Center,0,3,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/KGJ5-66BS,NA
South Carolina,Laurens,NA,Piedmont Wilderness Institute,0,1,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/3WQT-L3V2,NA
South Carolina,Union,NA,Camp White Pines 1 & 2,0,0,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/M25J-BBWF,NA
South Carolina,Greenville,NA,Generations Bridges & Horizons,0,0,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/5PTE-P3YZ,NA
South Carolina,Beaufort,NA,Beaufort Marine Institute,0,0,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/UGV5-9AMG,NA
South Carolina,Georgetown,NA,Georgetown Marine Institute,0,1,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/XSC4-JWG9,NA
South Carolina,Marlboro,NA,Camp Bennettsville,0,0,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/EE7S-NNK3,NA
South Carolina,Chesterfield,NA,Camp Sand Hills,0,0,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/4JM7-KHV5,NA
South Carolina,NA,NA,"Other Community-Based 
Residential Facilities",2,NA,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/CT2D-JENY,NA
South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-16T00:00:00Z,https://djj.sc.gov/Confirmed_COVID-19_Cases,https://perma.cc/C4EX-CT56,NA
Tennessee,NA,statewide,Tennessee Department of Children's Services Sites,164,?,NA,NA,NA,NA,2020-06-29T00:00:00Z,https://www.timesfreepress.com/news/local/story/2020/jun/29/covid-19-cases-spike-tennessee-department-chi/526452/,https://perma.cc/UH7L-T3M3,"youth cases include youth at 
county juvenile detention centers licensed 
by DCS, in 49 residential facilities privately 
operated by DCS contractors and at Wilder 
Youth Development Center in Fayette County"
Texas,NA,Harris,"Harris County
Juvenile Detention
Center",1,0,NA,NA,NA,NA,2020-04-22T00:00:00Z,https://hcjpd.harriscountytx.gov/Pages/default.aspxhttps://www.essence.com/news/juvenile-justice-covid-19-coronavirus/,https://perma.cc/2944-VHXQ; https://perma.cc/EP7E-N7UB,NA
Texas,NA,Randall,"Youth Center of the High 
Plains",0,0,NA,NA,"Suspended, Adapted",NA,2020-06-11T00:00:00Z,https://abc7amarillo.com/news/local/youth-center-of-the-high-plains-has-seen-fewer-referrals-during-pandemic,https://perma.cc/L6NB-5S27,NA
Texas,Edinburg,NA,"Evins Regional
 Juvenile Center",23,49,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://www.brownwoodnews.com/2020/07/15/update-on-covid-19-at-tjjd-facilities-including-brownwood-2/,https://perma.cc/99GB-5VZ5,NA
Texas,Willis,NA,Karyn’s House,0,4,Y,Y,NA,NA,2020-06-28T00:00:00Z,https://www.tjjd.texas.gov/index.php/doc-library/send/625-2020/2370-press-release-62820-update%E2%80%9D%20target=,https://perma.cc/99GB-5VZ5,NA
Texas,NA,NA,"Giddings State 
 School",74,36,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://www.brownwoodnews.com/2020/07/15/update-on-covid-19-at-tjjd-facilities-including-brownwood-2/,https://perma.cc/99GB-5VZ5,NA
Texas,Mart,NA,"McLennan County State
  Juvenile Correctional Facility",31,9,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://www.brownwoodnews.com/2020/07/15/update-on-covid-19-at-tjjd-facilities-including-brownwood-2/,https://perma.cc/99GB-5VZ5,NA
Texas,Brownwood,NA,"Ron Jackson State 
 Juvenile Correctional 
 Complex",2,22,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://www.brownwoodnews.com/2020/07/15/update-on-covid-19-at-tjjd-facilities-including-brownwood-2/,https://perma.cc/99GB-5VZ5,NA
Texas,Gainesville,Cooke County,Gainesville State School,13,8,Y,Y,NA,NA,2020-07-17T00:00:00Z,https://www.brownwoodnews.com/2020/07/15/update-on-covid-19-at-tjjd-facilities-including-brownwood-2/,https://perma.cc/99GB-5VZ5,NA
Texas,NA,Travis County,Travis County Juvenile Detention FAcility,0,5,Y,Y,NA,NA,2020-06-23T00:00:00Z,https://www.kxan.com/investigations/5-staff-members-at-the-travis-county-juvenile-detention-center-test-positive-for-covid-19/,NA,NA
Texas,NA,Collin County,Collin County Juvenile Detention,4,3,Y,Y,NA,NA,2020-06-30T00:00:00Z,https://dfw.cbslocal.com/2020/06/30/4-juveniles-3-staff-test-positive-for-covid-19-in-detention-facility/,https://perma.cc/KA4P-QD66,NA
Virginia,NA,Chesterfield,NA,30,18,NA,NA,NA,Suspended,2020-07-10T00:00:00Z,http://www.djj.virginia.gov/pages/about-djj/covid.htm,https://perma.cc/T63B-YNQ5; https://perma.cc/U8F3-7ZK8; https://perma.cc/K89W-9EV5 https://perma.cc/K89W-9EV5,NA
Virginia,NA,NA,NA,1,9,NA,NA,NA,NA,NA,http://www.djj.virginia.gov/pages/about-djj/covid.htm,https://perma.cc/Z228-4RJR,Contracted placements for Virginia
Washington,NA,Lewis,NA,0,1,NA,NA,NA,NA,2020-04-23T00:00:00Z,https://crosscut.com/2020/04/advocates-seek-early-release-incarcerated-youth-amid-covid-19,https://perma.cc/Z228-4RJR,NA
West Virigina,NA,NA,Out of State Centers,7,NA,NA,NA,NA,NA,2020-05-16T00:00:00Z,https://www.wvgazettemail.com/coronavirus/three-more-children-sent-to-out-of-state-facilities-test-positive-for-covid-19/article_7f316032-7155-5c5f-a08f-fd13310b0e96.html,NA,NA
Wisconsin,NA,Milwaukee,NA,0,0,NA,NA,NA,Educational packets,2020-03-27T00:00:00Z,https://www.kalb.com/content/news/Office-of-Juvenile-Justice-reports-almost-a-dozen-positive-COVID-19-cases--569254961.html,https://perma.cc/R6C4-KL8L,NA
Wisconsin,NA,NA,"Dane County Juvenile 
Detention Center",0,0,N,N,"Suspended, Adapted",Virtual,2020-06-29T00:00:00Z,https://madison.com/ct/news/local/neighborhoods/for-juvenile-detention-pandemic-brings-a-chance-to-rethink/article_3c750ff7-ea2f-5264-be58-5b53e239f113.html,https://perma.cc/S9MX-LLCF,NA
Wisconsin,NA,Lincoln,"Copper Lake School/
Lincoln Hills School",0,3,NA,NA,NA,NA,2020-07-03T00:00:00Z,https://www.wsaw.com/2020/07/03/3-staff-members-at-lincoln-hillscopper-lake-school-test-positive-for-covid-19/,https://perma.cc/MB93-AZH9,NA
Wyoming,NA,Natrona,NA,1,0,NA,NA,NA,NA,2020-04-07T00:00:00Z,https://k2radio.com/youth-at-nc-juvenile-detention-center-positive-for-covid-19/,https://perma.cc/42WS-Q4QC,NA
NA,NA,District of Columbia,NA,4,5,NA,NA,NA,NA,2020-04-16T00:00:00Z,NA,NA,NA
