Date,Measure,Count,Reporting,Missing
2020-03-29,Residents.Tadmin,10,2,"Alabama, Alaska, Arizona, Arkansas, California
 Colorado, Connecticut, Delaware, Florida, Georgia
 Hawaii, Idaho, Illinois, Indiana, Iowa
 Kansas, Kentucky, Louisiana, Maine, Maryland
 Massachusetts, Michigan, Minnesota, Mississippi, Missouri
 Montana, Nebraska, Nevada, New Hampshire, New Jersey
 New Mexico, New York, North Carolina, North Dakota, Ohio
 Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota
 Tennessee, Texas, Utah, Virginia, Washington
 West Virginia, Wisconsin, Wyoming, Federal, ICE
 District of Columbia"
2020-04-05,Residents.Tadmin,434,2,"Alabama, Alaska, Arizona, Arkansas, California
 Colorado, Connecticut, Delaware, Florida, Georgia
 Hawaii, Idaho, Illinois, Indiana, Iowa
 Kansas, Kentucky, Louisiana, Maine, Maryland
 Massachusetts, Michigan, Minnesota, Mississippi, Missouri
 Montana, Nebraska, Nevada, New Hampshire, New Jersey
 New Mexico, New York, North Carolina, North Dakota, Ohio
 Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina
 South Dakota, Tennessee, Utah, Virginia, Washington
 West Virginia, Wisconsin, Wyoming, Federal, ICE
 District of Columbia"
2020-04-12,Residents.Tadmin,1045,4,"Alabama, Alaska, Arizona, Arkansas, California
 Colorado, Connecticut, Delaware, Florida, Georgia
 Hawaii, Idaho, Illinois, Indiana, Iowa
 Kansas, Kentucky, Louisiana, Maine, Maryland
 Massachusetts, Michigan, Minnesota, Mississippi, Missouri
 Montana, Nebraska, Nevada, New Hampshire, New Jersey
 New Mexico, New York, North Carolina, Ohio, Oregon
 Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee
 Utah, Virginia, Washington, West Virginia, Wisconsin
 Wyoming, Federal, ICE, District of Columbia"
2020-04-19,Residents.Tadmin,6185,7,"Alabama, Alaska, Arizona, California, Colorado
 Connecticut, Delaware, Florida, Georgia, Hawaii
 Idaho, Illinois, Indiana, Iowa, Kansas
 Kentucky, Louisiana, Maine, Maryland, Massachusetts
 Michigan, Minnesota, Mississippi, Missouri, Montana
 Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
 New York, North Carolina, Ohio, Oregon, Pennsylvania
 Rhode Island, South Carolina, South Dakota, Virginia, Washington
 West Virginia, Wisconsin, Wyoming, Federal, ICE
 District of Columbia"
2020-04-26,Residents.Tadmin,8698,8,"Alabama, Alaska, Arizona, California, Colorado
 Connecticut, Delaware, Florida, Georgia, Hawaii
 Idaho, Illinois, Indiana, Iowa, Kansas
 Kentucky, Louisiana, Maine, Maryland, Massachusetts
 Michigan, Minnesota, Mississippi, Missouri, Montana
 Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
 New York, North Carolina, Ohio, Pennsylvania, Rhode Island
 South Carolina, South Dakota, Virginia, Washington, West Virginia
 Wisconsin, Wyoming, Federal, ICE, District of Columbia"
2020-05-03,Residents.Tadmin,9858,6,"Alabama, Alaska, Arizona, Arkansas, California
 Colorado, Connecticut, Delaware, Florida, Georgia
 Hawaii, Idaho, Illinois, Indiana, Iowa
 Kansas, Kentucky, Louisiana, Maine, Maryland
 Massachusetts, Michigan, Minnesota, Mississippi, Missouri
 Montana, Nebraska, Nevada, New Hampshire, New Jersey
 New Mexico, New York, North Carolina, North Dakota, Ohio
 Pennsylvania, Rhode Island, South Carolina, South Dakota, Virginia
 Washington, West Virginia, Wisconsin, Wyoming, Federal
 ICE, District of Columbia"
2020-05-10,Residents.Tadmin,33170,7,"Alabama, Alaska, Arizona, California, Colorado
 Connecticut, Delaware, Florida, Georgia, Hawaii
 Idaho, Illinois, Indiana, Iowa, Kansas
 Kentucky, Louisiana, Maine, Maryland, Massachusetts
 Michigan, Minnesota, Mississippi, Missouri, Montana
 Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
 New York, North Carolina, Ohio, Pennsylvania, Rhode Island
 South Carolina, South Dakota, Vermont, Virginia, Washington
 West Virginia, Wisconsin, Wyoming, Federal, ICE
 District of Columbia"
2020-05-17,Residents.Tadmin,67425,7,"Alabama, Alaska, Arizona, California, Colorado
 Connecticut, Delaware, Florida, Georgia, Hawaii
 Idaho, Illinois, Indiana, Iowa, Kansas
 Kentucky, Louisiana, Maine, Maryland, Massachusetts
 Michigan, Minnesota, Mississippi, Missouri, Montana
 Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
 New York, North Carolina, Ohio, Pennsylvania, Rhode Island
 South Carolina, South Dakota, Vermont, Virginia, Washington
 West Virginia, Wisconsin, Wyoming, Federal, ICE
 District of Columbia"
2020-05-24,Residents.Tadmin,83882,11,"Alabama, Alaska, Arizona, California, Colorado
 Connecticut, Delaware, Florida, Georgia, Hawaii
 Idaho, Illinois, Indiana, Iowa, Kentucky
 Louisiana, Maine, Maryland, Massachusetts, Michigan
 Minnesota, Mississippi, Montana, Nebraska, Nevada
 New Hampshire, New Jersey, New Mexico, New York, North Carolina
 Ohio, Pennsylvania, Rhode Island, South Carolina, South Dakota
 Virginia, Washington, Wisconsin, Wyoming, Federal
 ICE, District of Columbia"
2020-05-31,Residents.Tadmin,96629,9,"Alabama, Alaska, Arizona, Arkansas, California
 Colorado, Connecticut, Delaware, Florida, Georgia
 Hawaii, Idaho, Illinois, Indiana, Kentucky
 Louisiana, Maine, Maryland, Massachusetts, Michigan
 Minnesota, Mississippi, Missouri, Montana, Nebraska
 Nevada, New Hampshire, New Jersey, New York, North Carolina
 Ohio, Pennsylvania, Rhode Island, South Carolina, South Dakota
 Vermont, Virginia, Washington, West Virginia, Wisconsin
 Wyoming, Federal, ICE, District of Columbia"
2020-06-07,Residents.Tadmin,151230,11,"Alabama, Alaska, Arizona, Arkansas, California
 Colorado, Connecticut, Delaware, Florida, Georgia
 Hawaii, Illinois, Indiana, Iowa, Kentucky
 Louisiana, Maine, Maryland, Massachusetts, Michigan
 Minnesota, Mississippi, Missouri, Montana, Nebraska
 Nevada, New Hampshire, New Jersey, New Mexico, New York
 North Carolina, Ohio, Pennsylvania, Rhode Island, South Carolina
 South Dakota, Washington, Wisconsin, Wyoming, Federal
 ICE, District of Columbia"
2020-06-14,Residents.Tadmin,153075,11,"Alabama, Alaska, Arizona, Arkansas, California
 Connecticut, Delaware, Florida, Georgia, Hawaii
 Illinois, Indiana, Kentucky, Louisiana, Maine
 Maryland, Massachusetts, Michigan, Minnesota, Mississippi
 Missouri, Montana, Nebraska, Nevada, New Hampshire
 New Jersey, New Mexico, New York, North Carolina, Ohio
 Pennsylvania, Rhode Island, South Carolina, South Dakota, Vermont
 Virginia, Washington, Wisconsin, Wyoming, Federal
 ICE, District of Columbia"
2020-06-21,Residents.Tadmin,189277,13,"Alabama, Alaska, Arizona, Arkansas, California
 Connecticut, Delaware, Florida, Georgia, Hawaii
 Illinois, Indiana, Iowa, Kentucky, Louisiana
 Maine, Massachusetts, Michigan, Minnesota, Mississippi
 Missouri, Montana, Nebraska, Nevada, New Hampshire
 New Jersey, New Mexico, New York, North Carolina, Ohio
 Pennsylvania, Rhode Island, South Carolina, South Dakota, Virginia
 Washington, Wyoming, Federal, ICE, District of Columbia"
2020-06-28,Residents.Tadmin,214497,13,"Alabama, Alaska, Arizona, Arkansas, California
 Connecticut, Delaware, Georgia, Hawaii, Idaho
 Illinois, Indiana, Kentucky, Louisiana, Maine
 Massachusetts, Michigan, Minnesota, Mississippi, Missouri
 Montana, Nebraska, Nevada, New Hampshire, New Jersey
 New Mexico, New York, North Carolina, Ohio, Pennsylvania
 Rhode Island, South Carolina, South Dakota, Virginia, Washington
 Wisconsin, Wyoming, Federal, ICE, District of Columbia"
2020-07-05,Residents.Tadmin,257967,17,"Alabama, Arizona, Arkansas, California, Connecticut
 Delaware, Georgia, Hawaii, Illinois, Indiana
 Iowa, Kentucky, Louisiana, Maine, Massachusetts
 Michigan, Minnesota, Mississippi, Missouri, Montana
 Nebraska, New Hampshire, New Jersey, New Mexico, New York
 North Carolina, Ohio, Pennsylvania, Rhode Island, South Carolina
 South Dakota, Virginia, Wyoming, Federal, ICE
 District of Columbia"
2020-07-12,Residents.Tadmin,281374,17,"Alabama, Arizona, Arkansas, California, Connecticut
 Delaware, Georgia, Hawaii, Illinois, Indiana
 Iowa, Kentucky, Louisiana, Maine, Massachusetts
 Michigan, Mississippi, Missouri, Montana, Nebraska
 Nevada, New Hampshire, New Jersey, New Mexico, New York
 North Carolina, Ohio, Pennsylvania, Rhode Island, South Carolina
 South Dakota, Virginia, Washington, Federal, ICE
 District of Columbia"
2020-07-19,Residents.Tadmin,319218,19,"Alabama, Arizona, Arkansas, California, Connecticut
 Delaware, Georgia, Hawaii, Illinois, Indiana
 Kentucky, Louisiana, Maine, Massachusetts, Michigan
 Minnesota, Missouri, Montana, Nebraska, Nevada
 New Hampshire, New Jersey, New Mexico, New York, Ohio
 Pennsylvania, Rhode Island, South Carolina, South Dakota, Virginia
 Wyoming, Federal, ICE, District of Columbia"
2020-07-26,Residents.Tadmin,364079,18,"Alabama, Arizona, Arkansas, California, Delaware
 Georgia, Hawaii, Idaho, Illinois, Indiana
 Kentucky, Louisiana, Maine, Massachusetts, Michigan
 Mississippi, Missouri, Montana, Nebraska, Nevada
 New Hampshire, New Jersey, New Mexico, New York, North Carolina
 Ohio, Pennsylvania, Rhode Island, South Carolina, South Dakota
 Virginia, Wyoming, Federal, ICE, District of Columbia"
2020-08-02,Residents.Tadmin,371016,19,"Alabama, Arizona, Arkansas, California, Delaware
 Florida, Georgia, Hawaii, Idaho, Illinois
 Indiana, Kentucky, Louisiana, Maine, Massachusetts
 Michigan, Minnesota, Mississippi, Missouri, Montana
 Nebraska, Nevada, New Hampshire, New York, Ohio
 Pennsylvania, Rhode Island, South Carolina, South Dakota, Virginia
 Wyoming, Federal, ICE, District of Columbia"
2020-08-09,Residents.Tadmin,471900,20,"Alabama, Arizona, Arkansas, California, Delaware
 Georgia, Hawaii, Idaho, Illinois, Iowa
 Kentucky, Louisiana, Maine, Massachusetts, Michigan
 Mississippi, Missouri, Montana, Nebraska, Nevada
 New Hampshire, New York, Ohio, Pennsylvania, Rhode Island
 South Carolina, South Dakota, Virginia, Wisconsin, Wyoming
 Federal, ICE, District of Columbia"
2020-08-16,Residents.Tadmin,448587,22,"Alabama, Arizona, Arkansas, California, Florida
 Georgia, Hawaii, Idaho, Illinois, Kentucky
 Louisiana, Maine, Massachusetts, Michigan, Mississippi
 Missouri, Montana, Nebraska, Nevada, New Hampshire
 New York, Ohio, Rhode Island, South Carolina, South Dakota
 Virginia, Wisconsin, Wyoming, Federal, ICE
 District of Columbia"
2020-08-23,Residents.Tadmin,491304,23,"Alabama, Arizona, Arkansas, California, Florida
 Georgia, Hawaii, Idaho, Illinois, Kentucky
 Louisiana, Maine, Michigan, Mississippi, Missouri
 Montana, Nebraska, Nevada, New Hampshire, New York
 Ohio, Rhode Island, South Carolina, South Dakota, Virginia
 Wisconsin, Wyoming, Federal, ICE, District of Columbia"
2020-08-30,Residents.Tadmin,559256,23,"Alabama, Arizona, Arkansas, California, Delaware
 Georgia, Hawaii, Idaho, Illinois, Kansas
 Kentucky, Louisiana, Maine, Michigan, Mississippi
 Missouri, Montana, Nebraska, Nevada, New Hampshire
 New Jersey, New York, Ohio, Rhode Island, South Carolina
 South Dakota, Virginia, Federal, ICE, District of Columbia"
2020-09-06,Residents.Tadmin,586894,24,"Alabama, Arizona, Arkansas, California, Delaware
 Georgia, Hawaii, Idaho, Illinois, Kentucky
 Louisiana, Maine, Michigan, Mississippi, Missouri
 Montana, Nebraska, Nevada, New Hampshire, New Jersey
 New York, Ohio, Rhode Island, South Carolina, South Dakota
 Virginia, Federal, ICE, District of Columbia"
2020-09-13,Residents.Tadmin,646137,26,"Alabama, Arizona, Arkansas, California, Georgia
 Hawaii, Idaho, Illinois, Kentucky, Louisiana
 Maine, Michigan, Mississippi, Missouri, Montana
 Nebraska, Nevada, New Hampshire, New Jersey, New York
 Ohio, Rhode Island, South Carolina, South Dakota, Federal
 ICE, District of Columbia"
2020-09-20,Residents.Tadmin,778789,28,"Alabama, Arizona, Arkansas, California, Delaware
 Georgia, Idaho, Illinois, Kentucky, Louisiana
 Maine, Mississippi, Missouri, Montana, Nebraska
 Nevada, New Hampshire, New York, Ohio, Rhode Island
 South Carolina, South Dakota, Federal, ICE, District of Columbia"
2020-09-27,Residents.Tadmin,721450,27,"Alabama, Arizona, Arkansas, California, Georgia
 Idaho, Illinois, Kansas, Kentucky, Louisiana
 Maine, Mississippi, Missouri, Montana, Nebraska
 Nevada, New Hampshire, New Jersey, New York, Ohio
 Rhode Island, South Carolina, South Dakota, Federal, ICE
 District of Columbia"
2020-10-04,Residents.Tadmin,898771,28,"Alabama, Arizona, Arkansas, California, Delaware
 Georgia, Idaho, Illinois, Kansas, Kentucky
 Louisiana, Maine, Mississippi, Missouri, Montana
 Nevada, New Hampshire, New York, Ohio, Oregon
 Rhode Island, South Carolina, Federal, ICE, District of Columbia"
2020-10-11,Residents.Tadmin,838450,26,"Alabama, Arizona, Arkansas, California, Connecticut
 Delaware, Georgia, Idaho, Illinois, Kansas
 Kentucky, Louisiana, Maine, Mississippi, Missouri
 Montana, Nebraska, Nevada, New Hampshire, New Jersey
 New York, Ohio, Rhode Island, South Carolina, Federal
 ICE, District of Columbia"
2020-10-18,Residents.Tadmin,1091882,34,"Arizona, Arkansas, California, Delaware, Georgia
 Illinois, Kansas, Kentucky, Maine, Mississippi
 Montana, Nevada, New York, Ohio, Rhode Island
 South Carolina, Federal, ICE, District of Columbia"
2020-10-25,Residents.Tadmin,1068387,33,"Arizona, Arkansas, California, Georgia, Illinois
 Kansas, Kentucky, Maine, Mississippi, Montana
 Nevada, New Jersey, New York, Ohio, Rhode Island
 South Carolina, South Dakota, Federal, ICE, District of Columbia"
2020-11-01,Residents.Tadmin,1254191,35,"Arizona, Arkansas, California, Georgia, Illinois
 Kansas, Kentucky, Maine, Mississippi, Montana
 Nevada, New York, Ohio, Rhode Island, South Carolina
 Federal, ICE, District of Columbia"
2020-11-08,Residents.Tadmin,1179543,34,"Alabama, Arizona, Arkansas, California, Georgia
 Illinois, Kansas, Kentucky, Montana, Nevada
 New Jersey, New York, Ohio, Rhode Island, South Carolina
 Virginia, Federal, ICE, District of Columbia"
2020-11-15,Residents.Tadmin,1426758,37,"Arizona, Arkansas, California, Georgia, Illinois
 Kansas, Kentucky, Missouri, Montana, Nevada
 Rhode Island, South Carolina, Virginia, Federal, ICE
 District of Columbia"
2020-11-22,Residents.Tadmin,1443392,37,"Arizona, California, Delaware, Georgia, Illinois
 Kansas, Kentucky, Missouri, Montana, Nevada
 New Jersey, Rhode Island, South Carolina, Federal, ICE
 District of Columbia"
2020-11-29,Residents.Tadmin,1767833,41,"Arizona, Arkansas, California, Georgia, Kansas
 Kentucky, Montana, Nevada, Rhode Island, Federal
 ICE, District of Columbia"
2020-12-06,Residents.Tadmin,1682065,38,"Arizona, Arkansas, California, Delaware, Georgia
 Kansas, Kentucky, Montana, Nevada, New Jersey
 Rhode Island, South Carolina, Federal, ICE, District of Columbia"
2020-12-13,Residents.Tadmin,1903142,38,"Arizona, Arkansas, California, Connecticut, Delaware
 Georgia, Kansas, Kentucky, Montana, Nevada
 Rhode Island, South Carolina, Federal, ICE, District of Columbia"
2020-12-20,Residents.Tadmin,1790353,37,"Arizona, Arkansas, California, Delaware, Florida
 Georgia, Kansas, Kentucky, Montana, Nevada
 New Jersey, Rhode Island, South Carolina, Federal, ICE
 District of Columbia"
2020-12-27,Residents.Tadmin,1959874,36,"Arizona, Arkansas, California, Connecticut, Delaware
 Florida, Georgia, Kansas, Kentucky, Montana
 Nevada, Pennsylvania, Rhode Island, South Carolina, Federal
 ICE, District of Columbia"
2021-01-03,Residents.Tadmin,2009977,36,"Alabama, Arizona, Arkansas, California, Delaware
 Florida, Georgia, Kansas, Kentucky, Mississippi
 Montana, Nevada, New Jersey, Rhode Island, Federal
 ICE, District of Columbia"
2021-01-10,Residents.Tadmin,2320086,38,"Arizona, Arkansas, California, Connecticut, Florida
 Georgia, Kansas, Kentucky, Mississippi, Montana
 Nevada, Rhode Island, South Carolina, Federal, District of Columbia"
2021-01-17,Residents.Tadmin,2291721,37,"Arizona, Arkansas, California, Delaware, Florida
 Georgia, Kansas, Kentucky, Mississippi, Montana
 Nevada, New Jersey, Rhode Island, South Carolina, Federal
 District of Columbia"
2021-01-24,Residents.Tadmin,2494230,37,"Arizona, Arkansas, California, Delaware, Florida
 Georgia, Kansas, Kentucky, Montana, Nevada
 Rhode Island, South Carolina, Virginia, Washington, Federal
 District of Columbia"
2021-01-31,Residents.Tadmin,2442442,36,"Arizona, Arkansas, California, Delaware, Florida
 Georgia, Kansas, Kentucky, Montana, Nevada
 New Jersey, Pennsylvania, Rhode Island, South Carolina, Washington
 Federal, District of Columbia"
2021-02-07,Residents.Tadmin,2693667,36,"Arizona, Arkansas, California, Connecticut, Delaware
 Florida, Georgia, Kansas, Kentucky, Montana
 Nevada, Pennsylvania, Rhode Island, South Carolina, Washington
 Federal, District of Columbia"
2021-02-14,Residents.Tadmin,2604162,35,"Arizona, Arkansas, California, Delaware, Florida
 Georgia, Kansas, Kentucky, Mississippi, Montana
 Nevada, New Jersey, Pennsylvania, Rhode Island, South Carolina
 Washington, Federal, District of Columbia"
2021-02-21,Residents.Tadmin,2917929,37,"Arizona, Arkansas, California, Delaware, Florida
 Georgia, Kansas, Kentucky, Montana, Nevada
 Pennsylvania, Rhode Island, South Carolina, Washington, Federal
 District of Columbia"
2021-02-28,Residents.Tadmin,2800345,37,"Arizona, Arkansas, California, Florida, Georgia
 Kansas, Kentucky, Montana, Nevada, New Jersey
 Pennsylvania, Rhode Island, South Carolina, Washington, Federal
 District of Columbia"
2021-03-07,Residents.Tadmin,3164343,37,"Arizona, Arkansas, California, Delaware, Florida
 Georgia, Kansas, Kentucky, Montana, Nevada
 Pennsylvania, Rhode Island, South Carolina, Washington, Federal
 District of Columbia"
2021-03-14,Residents.Tadmin,3028243,35,"Arizona, Arkansas, California, Delaware, Florida
 Georgia, Kansas, Kentucky, Mississippi, Montana
 Nevada, New Jersey, Pennsylvania, Rhode Island, South Carolina
 Washington, Federal, District of Columbia"
2021-03-21,Residents.Tadmin,3411801,38,"Arizona, Arkansas, California, Delaware, Florida
 Georgia, Kansas, Kentucky, Montana, Nevada
 Pennsylvania, Rhode Island, Washington, Federal, District of Columbia"
2021-03-28,Residents.Tadmin,3149336,36,"Arizona, Arkansas, California, Florida, Georgia
 Kansas, Kentucky, Montana, Nevada, New Jersey
 Pennsylvania, Rhode Island, South Carolina, Virginia, Washington
 Federal, District of Columbia"
2021-04-04,Residents.Tadmin,3594581,37,"Arizona, Arkansas, California, Florida, Georgia
 Kansas, Kentucky, Mississippi, Montana, Nevada
 Pennsylvania, Rhode Island, South Carolina, Washington, Federal
 District of Columbia"
2021-04-11,Residents.Tadmin,3541090,37,"Arizona, Arkansas, California, Florida, Georgia
 Kansas, Kentucky, Mississippi, Montana, Nevada
 New Jersey, Rhode Island, South Carolina, Washington, Federal
 District of Columbia"
2021-04-18,Residents.Tadmin,3897611,38,"Arizona, Arkansas, California, Delaware, Florida
 Georgia, Kansas, Kentucky, Montana, Nevada
 Rhode Island, South Carolina, Washington, Federal, District of Columbia"
2021-04-25,Residents.Tadmin,3648712,37,"Arizona, Arkansas, California, Delaware, Florida
 Georgia, Kansas, Kentucky, Montana, Nevada
 New Jersey, Rhode Island, Virginia, Washington, Federal
 District of Columbia"
2021-05-02,Residents.Tadmin,4112606,38,"Arizona, Arkansas, California, Florida, Georgia
 Kansas, Kentucky, Mississippi, Montana, Nevada
 Rhode Island, South Carolina, Washington, Federal, District of Columbia"
2021-05-09,Residents.Tadmin,3961663,38,"Arizona, Arkansas, California, Delaware, Florida
 Georgia, Kansas, Kentucky, Montana, Nevada
 New Jersey, Rhode Island, Washington, Federal, District of Columbia"
2021-05-16,Residents.Tadmin,4376152,40,"Arizona, Arkansas, California, Florida, Georgia
 Kansas, Kentucky, Montana, Nevada, Rhode Island
 Washington, Federal, District of Columbia"
2021-05-23,Residents.Tadmin,4153221,37,"Arizona, Arkansas, California, Delaware, Florida
 Georgia, Kansas, Kentucky, Mississippi, Montana
 Nevada, New Jersey, Rhode Island, Washington, Federal
 District of Columbia"
2021-05-30,Residents.Tadmin,4554408,39,"Arizona, Arkansas, California, Delaware, Florida
 Georgia, Kansas, Kentucky, Montana, Nevada
 Rhode Island, Washington, Federal, District of Columbia"
2021-06-06,Residents.Tadmin,4357121,39,"Arizona, Arkansas, California, Florida, Georgia
 Kansas, Kentucky, Montana, Nevada, New Jersey
 Rhode Island, Washington, Federal, District of Columbia"
2021-06-13,Residents.Tadmin,4685830,38,"Arizona, Arkansas, California, Delaware, Florida
 Georgia, Kansas, Kentucky, Montana, Nevada
 Rhode Island, Washington, Wyoming, Federal, District of Columbia"
2021-06-20,Residents.Tadmin,6057260,38,"Arizona, Arkansas, Florida, Georgia, Kansas
 Kentucky, Mississippi, Montana, Nevada, New Jersey
 Rhode Island, Washington, Wyoming, Federal, District of Columbia"
2021-06-27,Residents.Tadmin,4677631,30,"Alabama, Arizona, Arkansas, Connecticut, Delaware
 Florida, Georgia, Kansas, Kentucky, Maryland
 Michigan, Mississippi, Montana, Nevada, New Jersey
 Rhode Island, South Carolina, Vermont, Virginia, Washington
 Wyoming, Federal, District of Columbia"
2021-07-04,Residents.Tadmin,4741480,30,"Alabama, Arizona, Arkansas, Connecticut, Delaware
 Florida, Georgia, Kansas, Kentucky, Maryland
 Michigan, Mississippi, Montana, Nevada, New Jersey
 Rhode Island, South Carolina, Vermont, Virginia, Washington
 Wyoming, Federal, District of Columbia"
2021-07-11,Residents.Tadmin,4771934,29,"Alabama, Arizona, Arkansas, Connecticut, Delaware
 Florida, Georgia, Kansas, Kentucky, Louisiana
 Maryland, Michigan, Mississippi, Montana, Nevada
 New Jersey, Rhode Island, South Carolina, Vermont, Virginia
 Washington, Wyoming, Federal, District of Columbia"
2021-07-18,Residents.Tadmin,4854485,30,"Alabama, Arizona, Arkansas, Connecticut, Delaware
 Florida, Georgia, Kansas, Kentucky, Louisiana
 Maryland, Michigan, Mississippi, Montana, Nevada
 New Jersey, Rhode Island, South Carolina, Virginia, Washington
 Wyoming, Federal, District of Columbia"
2021-07-25,Residents.Tadmin,4926781,30,"Alabama, Arizona, Arkansas, Connecticut, Delaware
 Florida, Georgia, Kansas, Kentucky, Louisiana
 Maryland, Michigan, Mississippi, Montana, Nevada
 New Jersey, Rhode Island, South Carolina, Virginia, Washington
 Wyoming, Federal, District of Columbia"
2021-08-01,Residents.Tadmin,5001343,30,"Alabama, Arizona, Arkansas, Connecticut, Delaware
 Florida, Georgia, Kansas, Kentucky, Louisiana
 Maryland, Michigan, Mississippi, Montana, Nevada
 New Jersey, Rhode Island, South Carolina, Virginia, Washington
 Wyoming, Federal, District of Columbia"
2021-01-24,Residents.Initiated,15919,2,"Alabama, Alaska, Arizona, Arkansas, Colorado
 Connecticut, Delaware, Florida, Georgia, Hawaii
 Idaho, Illinois, Indiana, Iowa, Kansas
 Kentucky, Louisiana, Maine, Maryland, Massachusetts
 Michigan, Minnesota, Mississippi, Missouri, Montana
 Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
 New York, North Carolina, North Dakota, Ohio, Oklahoma
 Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota
 Tennessee, Texas, Utah, Vermont, Washington
 West Virginia, Wisconsin, Wyoming, Federal, ICE
 District of Columbia"
2021-01-31,Residents.Initiated,37082,5,"Alabama, Alaska, Arizona, Arkansas, Colorado
 Connecticut, Delaware, Florida, Georgia, Hawaii
 Idaho, Illinois, Indiana, Iowa, Kansas
 Kentucky, Louisiana, Maine, Maryland, Michigan
 Minnesota, Mississippi, Missouri, Montana, Nebraska
 Nevada, New Hampshire, New Jersey, New Mexico, New York
 North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania
 Rhode Island, South Carolina, South Dakota, Tennessee, Texas
 Utah, Vermont, Washington, West Virginia, Wisconsin
 Wyoming, ICE, District of Columbia"
2021-02-07,Residents.Initiated,51191,5,"Alabama, Alaska, Arizona, Arkansas, Connecticut
 Delaware, Florida, Georgia, Hawaii, Idaho
 Illinois, Indiana, Iowa, Kansas, Kentucky
 Louisiana, Maine, Maryland, Michigan, Minnesota
 Mississippi, Missouri, Montana, Nebraska, Nevada
 New Hampshire, New Jersey, New Mexico, New York, North Carolina
 North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania
 Rhode Island, South Carolina, South Dakota, Tennessee, Texas
 Utah, Vermont, Washington, West Virginia, Wisconsin
 Wyoming, ICE, District of Columbia"
2021-02-14,Residents.Initiated,65451,8,"Alabama, Alaska, Arizona, Arkansas, Connecticut
 Delaware, Florida, Georgia, Hawaii, Idaho
 Illinois, Indiana, Iowa, Kansas, Kentucky
 Louisiana, Maine, Maryland, Michigan, Mississippi
 Missouri, Montana, Nebraska, Nevada, New Hampshire
 New Jersey, New Mexico, New York, North Dakota, Oklahoma
 Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota
 Tennessee, Texas, Utah, Vermont, Washington
 West Virginia, Wisconsin, Wyoming, ICE, District of Columbia"
2021-02-21,Residents.Initiated,72654,9,"Alabama, Alaska, Arizona, Arkansas, Delaware
 Florida, Georgia, Hawaii, Idaho, Illinois
 Indiana, Iowa, Kansas, Kentucky, Louisiana
 Maine, Maryland, Michigan, Mississippi, Missouri
 Montana, Nebraska, Nevada, New Hampshire, New Jersey
 New Mexico, New York, North Dakota, Oklahoma, Oregon
 Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee
 Texas, Utah, Vermont, Washington, West Virginia
 Wisconsin, Wyoming, ICE, District of Columbia"
2021-02-28,Residents.Initiated,80216,10,"Alabama, Alaska, Arizona, Arkansas, Delaware
 Florida, Georgia, Hawaii, Illinois, Indiana
 Iowa, Kansas, Kentucky, Louisiana, Maine
 Maryland, Michigan, Mississippi, Missouri, Montana
 Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
 New York, North Dakota, Oklahoma, Oregon, Pennsylvania
 Rhode Island, South Carolina, South Dakota, Tennessee, Texas
 Utah, Vermont, Washington, West Virginia, Wisconsin
 Wyoming, ICE, District of Columbia"
2021-03-07,Residents.Initiated,88746,13,"Alabama, Arizona, Arkansas, Florida, Georgia
 Hawaii, Illinois, Indiana, Iowa, Kansas
 Kentucky, Louisiana, Maine, Maryland, Michigan
 Mississippi, Missouri, Montana, Nebraska, Nevada
 New Jersey, New Mexico, New York, North Dakota, Oklahoma
 Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota
 Tennessee, Texas, Utah, Vermont, Washington
 West Virginia, Wisconsin, Wyoming, ICE, District of Columbia"
2021-03-14,Residents.Initiated,107047,16,"Alabama, Arizona, Arkansas, Florida, Georgia
 Hawaii, Illinois, Indiana, Iowa, Kentucky
 Louisiana, Maine, Michigan, Mississippi, Missouri
 Montana, Nebraska, Nevada, New Jersey, New Mexico
 New York, Oklahoma, Oregon, Pennsylvania, Rhode Island
 South Carolina, South Dakota, Tennessee, Texas, Utah
 Vermont, Washington, West Virginia, Wisconsin, Wyoming
 ICE, District of Columbia"
2021-03-21,Residents.Initiated,121742,16,"Alabama, Arizona, Arkansas, Florida, Georgia
 Hawaii, Illinois, Indiana, Iowa, Kentucky
 Louisiana, Maine, Michigan, Mississippi, Missouri
 Montana, Nebraska, Nevada, New Jersey, New Mexico
 New York, Oklahoma, Oregon, Pennsylvania, Rhode Island
 South Carolina, South Dakota, Tennessee, Texas, Utah
 Vermont, Washington, West Virginia, Wisconsin, Wyoming
 ICE, District of Columbia"
