Date,State,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Tadmin,Residents.Tested,Residents.Active,Staff.Active,Staff.Initiated,Residents.Initiated,Residents.Completed,Staff.Completed,Residents.Vadmin,Staff.Vadmin
2020-07-19,Kentucky,802,114,6,0,,,,,,,,,,
2020-07-26,Kentucky,812,125,10,0,,,,,,,,,,
2020-08-02,Kentucky,848,139,11,0,,,,,,,,,,
2020-08-09,Kentucky,856,143,11,0,,,,,,,,,,
2020-08-16,Kentucky,876,148,12,1,,,,,,,,,,
2020-08-23,Kentucky,877,150,12,1,,,,,,,,,,
2020-08-30,Kentucky,877,150,13,1,,,,,,,,,,
2020-09-06,Kentucky,896,152,13,1,,,,,,,,,,
2020-09-13,Kentucky,897,152,13,1,,,,,,,,,,
2020-09-20,Kentucky,900,154,13,1,,,,,,,,,,
2020-09-27,Kentucky,900,154,13,1,,,,,,,,,,
2020-10-04,Kentucky,900,158,13,1,,,,,,,,,,
2020-10-11,Kentucky,902,164,13,1,,,,,,,,,,
2020-10-18,Kentucky,938,169,13,1,,,,,,,,,,
2020-10-25,Kentucky,1168,198,13,2,,,,,,,,,,
2020-11-01,Kentucky,1255,225,13,2,,,,,,,,,,
2020-11-08,Kentucky,1708,268,13,2,,,544,74,,,,,,
2020-11-15,Kentucky,2209,323,13,2,,,1005,87,,,,,,
2020-11-22,Kentucky,2507,364,15,2,,,1277,152,,,,,,
2020-11-29,Kentucky,2717,425,19,2,,,1004,114,,,,,,
2020-12-06,Kentucky,2895,458,24,3,,,299,61,,,,,,
2020-12-13,Kentucky,3126,483,32,3,,,469,70,,,,,,
2020-12-20,Kentucky,3873,534,34,4,,,977,81,,,0,0,,
2020-12-27,Kentucky,4140,587,34,4,,,1098,110,,,0,0,,
2021-01-03,Kentucky,4878,656,38,5,,,1460,121,,,0,0,,
2021-01-10,Kentucky,5591,747,39,5,,,1587,165,,,0,0,,
2021-01-17,Kentucky,6612,873,42,5,,,2247,217,,,0,0,,
2021-01-24,Kentucky,6831,918,43,5,,,1064,155,,,0,,,
2021-01-31,Kentucky,6890,930,43,5,,,279,99,,,0,,,
2021-02-07,Kentucky,8063,1121,45,5,,,249,47,,,,,,
2021-02-14,Kentucky,6907,953,44,5,,,47,27,,,,,,
2021-02-21,Kentucky,7133,978,44,5,,,232,36,,,,,,
2021-02-28,Kentucky,7159,990,44,5,,,253,35,,,,,,
2021-03-07,Kentucky,7713,1056,46,5,,,784,88,,,,,,
2021-03-14,Kentucky,7859,1077,46,5,,,663,75,,,,,,
2021-03-21,Kentucky,9081,1266,77,7,,,803,51,,,,,,
2021-03-28,Kentucky,7891,1084,48,5,,,88,20,,,,,,
2021-04-04,Kentucky,7899,1093,48,5,,,18,10,,,,,,
2021-04-11,Kentucky,7901,1095,48,5,,,15,12,,,,,,
2021-04-18,Kentucky,7901,1097,48,5,,,8,6,,,,,,
2021-04-25,Kentucky,7903,1100,48,5,,,3,7,,,,,,
2021-05-02,Kentucky,7903,1101,48,5,,,3,7,,,,,,
2021-05-09,Kentucky,7904,1103,48,5,,,4,6,,,,,,
2021-05-16,Kentucky,7908,1106,48,5,,,7,8,,,,,,
2021-05-23,Kentucky,7908,1107,48,5,,,7,6,,,,,,
2021-05-30,Kentucky,7908,1110,48,5,,,4,3,,,,,,
2021-06-06,Kentucky,7909,1111,48,5,,,1,4,,,,,,
2021-06-13,Kentucky,7909,1112,48,5,,,1,3,,,,,,
2021-06-20,Kentucky,7909,1114,48,5,,,1,2,,,,,,
2021-06-27,Kentucky,7909,1114,48,5,,,0,2,,,,,,
2021-07-04,Kentucky,7909,1114,48,5,,,0,1,,,,,,
2021-07-11,Kentucky,7909,1114,48,5,,,0,0,,,,,,
2021-07-18,Kentucky,7909,1116,48,5,,,0,2,,,,,,
2020-03-22,Louisiana,0,2,0,0,,32,,,,,,,,
2020-03-29,Louisiana,14,13,0,0,,,,,,,,,,
2020-04-05,Louisiana,52,40,0,1,,,,,,,,,,
2020-04-12,Louisiana,91,74,0,1,,,,,,,,,,
2020-04-19,Louisiana,245,91,3,3,,,,,,,,,,
2020-04-26,Louisiana,296,112,4,3,,,,,,,,,,
2020-05-03,Louisiana,572,177,8,3,,,,,,,,,,
2020-05-10,Louisiana,376,157,10,3,,,,,,,,,,
2020-05-17,Louisiana,496,167,12,3,,,,,,,,,,
2020-05-24,Louisiana,539,177,14,3,,,,,,,,,,
2020-05-31,Louisiana,603,163,14,3,,,,,,,,,,
2020-06-07,Louisiana,613,167,16,3,,,,,,,,,,
2020-06-14,Louisiana,621,177,15,3,,,,,,,,,,
2020-06-21,Louisiana,625,185,16,3,,,,,,,,,,
2020-06-28,Louisiana,632,202,16,3,,,,,,,,,,
2020-07-05,Louisiana,654,225,16,3,,1529,,,,,,,,
2020-07-12,Louisiana,702,252,16,3,,1640,,,,,,,,
2020-07-19,Louisiana,794,280,16,4,,1845,,,,,,,,
2020-07-26,Louisiana,857,309,17,5,,9513,,,,,,,,
2020-08-02,Louisiana,927,332,17,5,,2641,,,,,,,,
2020-08-09,Louisiana,989,359,18,5,,2733,,,,,,,,
2020-08-16,Louisiana,1085,380,19,5,,4700,,,,,,,,
2020-08-23,Louisiana,1460,404,22,5,,4972,,,,,,,,
2020-08-30,Louisiana,1885,421,22,5,,5721,,,,,,,,
2020-09-06,Louisiana,1941,448,26,5,,5476,,,,,,,,
2020-09-13,Louisiana,2251,467,26,5,,5835,,,,,,,,
2020-09-20,Louisiana,2345,489,28,5,,6200,,,,,,,,
2020-09-27,Louisiana,2391,496,29,5,,6365,,,,,,,,
2020-10-04,Louisiana,2397,498,29,5,,6378,,,,,,,,
2020-10-11,Louisiana,2402,504,29,5,,6777,,,,,,,,
2020-10-18,Louisiana,2409,518,30,5,15136,6788,11,,,,,,,
2020-10-25,Louisiana,2412,521,30,5,15368,6845,9,,,,,,,
2020-11-01,Louisiana,2415,525,30,5,15475,6854,6,,,,,,,
2020-11-08,Louisiana,2426,531,30,5,15557,6901,16,,,,,,,
2020-11-15,Louisiana,2441,548,30,5,15739,7026,30,,,,,,,
2020-11-22,Louisiana,2504,572,31,5,15981,7134,89,,,,,,,
2020-11-29,Louisiana,2588,600,31,5,16178,7155,152,,,,,,,
2020-12-06,Louisiana,2593,625,31,5,16492,7261,90,,,,,,,
2020-12-13,Louisiana,2623,668,31,5,16900,7314,49,,,,,,,
2020-12-20,Louisiana,2682,701,31,5,17170,7349,86,,,,,,,
2020-12-27,Louisiana,2694,737,31,5,17432,7376,80,,,,,,,
2021-01-03,Louisiana,2705,775,31,5,18141,7455,54,,,,,,,
2021-01-10,Louisiana,2773,800,32,5,18781,7517,94,,,,,,,
2021-01-17,Louisiana,2799,834,33,5,19601,7592,102,,,,,,,
2021-01-24,Louisiana,2835,852,34,6,20284,7784,73,,,,,,,
2021-01-31,Louisiana,2851,870,35,6,20786,7851,41,,,,,,,
2021-02-07,Louisiana,2889,889,35,6,21558,8059,47,,,,,,,
2021-02-14,Louisiana,3102,899,36,6,21671,8080,455,,,,,,,
2021-02-21,Louisiana,3112,903,36,6,22107,8228,244,,,,,,,
2021-02-28,Louisiana,3171,915,36,6,22668,8283,70,,,,,,,
2021-03-07,Louisiana,3181,919,36,6,22936,8398,68,,,,,,,
2021-03-14,Louisiana,3192,919,36,6,23193,8520,20,,,,,,,
2021-03-21,Louisiana,3195,921,36,6,23317,8604,7,,,,,,,
2021-03-28,Louisiana,3201,925,36,6,23407,8662,7,,,,,,,
2021-04-04,Louisiana,3203,927,36,6,23563,8758,5,,,,,,,
2021-04-11,Louisiana,3204,929,36,6,23664,8802,1,,,,,,,
2021-04-18,Louisiana,3265,1036,36,6,23800,8854,0,,,,,,,
2021-04-25,Louisiana,3266,1040,36,6,23937,8901,1,,,,,,,
2021-05-02,Louisiana,3267,1041,36,6,24128,8979,2,,,,,,,
2021-05-09,Louisiana,3266,1041,36,6,24234,9011,1,,,,5944,2106,,
2021-05-16,Louisiana,3267,1043,36,6,24427,9102,1,,,,6368,2141,,
2021-05-23,Louisiana,3268,1044,36,6,24485,9119,2,,,,7882,2152,,
2021-05-30,Louisiana,3270,1049,36,6,24803,9204,2,,,,8524,2158,,
2021-06-06,Louisiana,3270,1049,36,6,24887,9258,2,,,,8986,2161,,
2021-06-13,Louisiana,3270,1052,36,6,25002,9322,1,,,,9037,2168,,
2021-06-20,Louisiana,3271,1057,36,6,25061,9350,1,,,,9093,2179,,
2021-06-27,Louisiana,3271,1058,36,6,25168,9382,1,,,,,,,
2021-07-04,Louisiana,3271,1059,36,6,25208,9410,1,,,,,,,
2021-07-11,Louisiana,61,105,,,,,0,10,,,,,,
2021-07-18,Louisiana,61,105,,,,,0,8,,,,,,
2020-03-22,Maine,0,,0,0,,,,,,,,,,
2020-03-29,Maine,0,1,0,0,,11,,,,,,,,
2020-04-05,Maine,0,1,0,0,,15,,,,,,,,
2020-04-12,Maine,0,1,0,0,,17,,,,,,,,
2020-04-19,Maine,0,1,0,0,,17,,,,,,,,
2020-04-26,Maine,0,1,0,0,,23,,,,,,,,
2020-05-03,Maine,0,1,0,0,,23,,,,,,,,
2020-05-10,Maine,0,1,0,0,,28,,,,,,,,
2020-05-17,Maine,1,1,0,0,,156,,,,,,,,
2020-05-24,Maine,4,1,0,0,,494,,,,,,,,
2020-05-31,Maine,4,1,0,0,,952,,,,,,,,
2020-06-07,Maine,4,1,0,0,,957,,,,,,,,
2020-06-14,Maine,4,1,0,0,,960,,,,,,,,
2020-06-21,Maine,4,1,0,0,,1020,,,,,,,,
2020-06-28,Maine,5,5,0,0,,1067,,,,,,,,
2020-07-05,Maine,5,5,0,0,,1120,,,,,,,,
2020-07-12,Maine,5,5,0,0,,1172,,,,,,,,
2020-07-19,Maine,5,5,0,0,,1231,,,,,,,,
2020-07-26,Maine,5,5,0,0,,1316,,,,,,,,
2020-08-02,Maine,5,5,0,0,,1388,,,,,,,,
2020-08-09,Maine,5,5,0,0,,1477,,,,,,,,
2020-08-16,Maine,5,5,0,0,,1570,,,,,,,,
2020-08-23,Maine,5,5,0,0,,1657,,,,,,,,
2020-08-30,Maine,5,5,0,0,,1868,,,,,,,,
2020-09-06,Maine,5,5,0,0,,1942,,,,,,,,
2020-09-13,Maine,5,5,0,0,,1986,,,,,,,,
2020-09-20,Maine,5,5,0,0,,2082,,,,,,,,
2020-09-27,Maine,5,5,0,0,,2183,,,,,,,,
2020-10-04,Maine,5,5,0,0,,2212,,,,,,,,
2020-10-11,Maine,5,5,0,0,,2269,,,,,,,,
2020-10-18,Maine,5,5,0,0,,3146,,,,,,,,
2020-10-25,Maine,17,7,0,0,,3961,,,,,,,,
2020-11-01,Maine,79,5,,,,4791,,,,,,,,
2020-11-08,Maine,125,16,0,0,5428,,,,,,,,,
2020-11-15,Maine,297,25,0,0,8681,,,,,,,,,
2020-11-22,Maine,151,,,,5998,,,,,,,,,
2020-11-29,Maine,151,32,0,0,6105,,,,,,,,,
2020-12-06,Maine,151,32,0,0,6192,,,,,,,,,
2020-12-13,Maine,154,35,0,0,6590,,,,,,,,,
2020-12-20,Maine,157,43,0,0,6796,,,,,,0,0,,
2020-12-27,Maine,157,45,1,0,6978,,,,,,0,0,,
2021-01-03,Maine,157,46,1,0,7076,,,,,,0,0,,
2021-01-10,Maine,158,50,1,0,7244,,,,,,0,0,,
2021-01-17,Maine,158,52,1,0,7282,,,,,,0,,,
2021-01-24,Maine,158,52,1,0,7346,,,,,,0,,,
2021-01-31,Maine,158,53,1,0,7423,,,,,,0,,,
2021-02-07,Maine,158,53,1,0,7492,,,,,,0,,,
2021-02-14,Maine,158,55,1,0,7578,,,,,,0,,,
2021-02-21,Maine,158,57,1,0,7613,,,,,,0,348,,
2021-02-28,Maine,158,57,1,0,7726,,,,,,0,526,,
2021-03-07,Maine,158,,1,0,7832,,,,,,0,,,
2021-03-14,Maine,168,58,1,0,7987,,,,,,0,671,,
2021-03-21,Maine,169,58,1,0,8541,,,,,,106,671,,
2021-03-28,Maine,170,59,1,0,9046,,,,,,125,708,,
2021-04-04,Maine,170,59,1,0,9933,,,,,,284,,,
2021-04-11,Maine,170,,1,0,9933,,,,,,284,,,
2021-04-18,Maine,176,,1,0,10258,,,,,,284,,,
2021-04-25,Maine,194,,1,0,10392,,,,,,284,,678,
2021-05-02,Maine,198,,1,0,10560,,,,,414,414,,,
2021-05-09,Maine,199,,1,0,10656,,,,,414,414,735,,
2021-05-16,Maine,199,63,1,0,10785,,,,,589,589,790,,
2021-05-23,Maine,199,,,,10785,,,,,589,761,,,
2021-05-30,Maine,199,,,,10905,,,,,1146,1146,,,
2021-06-06,Maine,199,,,,10931,,,,,1194,1194,,,
2021-06-13,Maine,199,,,,10963,,,,,1253,1253,,,
2021-06-20,Maine,199,,,,10995,,,,,1253,1253,,,
2021-06-27,Maine,199,,,,11015,,,,,1263.988,1263.988,,,
2021-07-04,Maine,199,,,,11015,,,,,1262,1262,,,
2021-07-11,Maine,199,,,,11050,,,,,1268,1268,,,
2021-07-18,Maine,199,,,,11050,,,,,1268,1268,,,
2020-03-22,Maryland,0,,0,0,,,,,,,,,,
2020-03-29,Maryland,3,14,0,0,,,,,,,,,,
2020-04-05,Maryland,10,47,0,0,,,,,,,,,,
2020-04-12,Maryland,31,75,1,0,,,,,,,,,,
2020-04-19,Maryland,45,135,1,0,,,,,,,,,,
2020-04-26,Maryland,101,326,2,0,,,,,,,,,,
2020-05-03,Maryland,61,183,2,0,,,,,,,,,,
2020-05-10,Maryland,77,213,5,0,,,,,,,,,,
2020-05-17,Maryland,103,233,5,0,,,,,,,,,,
2020-05-24,Maryland,145,251,6,0,,,,,,,,,,
2020-05-31,Maryland,188,382,15,0,,1321,,,,,,,,
2020-06-07,Maryland,286,406,8,1,,6437,,,,,,,,
2020-06-14,Maryland,398,418,8,1,,7892,,,,,,,,
2020-06-21,Maryland,540,431,8,1,16426,16429,,,,,,,,
2020-06-28,Maryland,598,446,8,1,19384,15909,,,,,,,,
2020-07-05,Maryland,626,455,8,1,19298,18924,,,,,,,,
2020-07-12,Maryland,674,516,8,1,19437,18740,,,,,,,,
2020-07-19,Maryland,716,529,8,1,19328,18844,,,,,,,,
2020-07-26,Maryland,694,483,8,1,19019,18883,,,,,,,,
2020-08-02,Maryland,664,504,8,1,19058,19058,,,,,,,,
2020-08-09,Maryland,683,562,8,1,19295,,,,,,,,,
2020-08-16,Maryland,695,598,8,1,19658,19285,,,,,,,,
2020-08-23,Maryland,704,616,8,1,19775,19657,,,,,,,,
2020-08-30,Maryland,856,665,8,1,20490,,,,,,,,,
2020-09-06,Maryland,715,652,9,1,20012,,,,,,,,,
2020-09-13,Maryland,793,686,10,1,22744,,,,,,,,,
2020-09-20,Maryland,835,695,11,1,24724,,,,,,,,,
2020-09-27,Maryland,900,720,11,2,26337,,,,,,,,,
2020-10-04,Maryland,923,720,11,2,26361,,,,,,,,,
2020-10-11,Maryland,967,732,11,2,28038,,,,,,,,,
2020-10-18,Maryland,1147,816,11,2,29592,,,,,,,,,
2020-10-25,Maryland,1165,832,11,2,33221,,,,,,,,,
2020-11-01,Maryland,1175,838,11,2,33294,,,,,,,,,
2020-11-08,Maryland,1139,847,13,2,34923,,,,,,,,,
2020-11-15,Maryland,1199,857,13,2,34992,,,,,,,,,
2020-11-22,Maryland,1468,949,13,2,36182,,,,,,,,,
2020-11-29,Maryland,1673,1129,13,2,38256,,,,,,,,,
2020-12-06,Maryland,2173,1255,14,2,40453,,,,,,,,,
2020-12-13,Maryland,2342,1374,18,2,41657,,,,,,,,,
2020-12-20,Maryland,2817,1560,16,2,43667,,,,,,0,0,,
2020-12-27,Maryland,3090,1638,18,2,45676,,,,,,0,0,,
2021-01-03,Maryland,3377,1808,19,2,48197,,,,,,0,,,
2021-01-10,Maryland,3422,1823,19,2,48360,,,,,,0,,,
2021-01-17,Maryland,3780,1931,20,4,51112,,,,,,0,,,
2021-01-24,Maryland,3842,1949,20,4,51490,,,,,,,,,
2021-01-31,Maryland,3916,2008,21,4,51564,,,,,,,,,
2021-02-07,Maryland,3997,2046,22,4,53410,,,,,,,,,
2021-02-14,Maryland,4067,2074,22,4,53480,,,,,,,,,
2021-02-21,Maryland,4128,2094,22,4,55870,,,,,,,,,
2021-02-28,Maryland,4196,2119,24,4,57927,,,,,,,,,
2021-03-07,Maryland,4244,2138,24,4,61722,,,,,,599,3313,,
2021-03-14,Maryland,4289,2159,24,4,64183,,,,4009,1026,697,3968,,
2021-03-21,Maryland,4322,2179,25,4,65158,,,,4011,830,719,3968,,
2021-03-28,Maryland,4357,2198,26,4,66282,,,,4011,830,772,3968,,
2021-04-04,Maryland,4381,2222,26,4,66828,,,,4011,1474,787,3968,,
2021-04-11,Maryland,4394,2249,30,4,67545,,,,4011,3827,790,3968,,
2021-04-18,Maryland,4454,2567,30,4,68414,,,,4011,5168,1709,3968,,
2021-04-25,Maryland,4469,2597,30,4,68447,,,,4011,6905,3630,3968,,
2021-05-02,Maryland,4503,2621,30,4,70693,,,,4011,8039,5005,3968,,
2021-05-09,Maryland,4524,2640,30,4,72192,,,,4011,8616,5810,3968,,
2021-05-16,Maryland,4531,2652,30,4,72775,,,,4011,9181,7148,3968,,
2021-05-23,Maryland,4535,2659,30,4,76314,,,,4103,9181,7825,4059,,
2021-05-30,Maryland,4550,2670,30,4,77043,,,,4048,10639,8087,4059,,
2021-06-06,Maryland,4551,2675,30,4,79361,,,,4112,9181,8858,4059,,
2021-06-13,Maryland,4554,2684,30,4,80989,,,,4112,11190,8984,4059,,
2021-06-20,Maryland,4554,2685,31,4,82507,,,,4112,11186,9242,4059,,
2021-06-27,Maryland,4555,2686,31,4,3346,,,,4112,11263,9242,4059,,
2021-07-04,Maryland,4555,2686,31,4,3404,,,,4112,11300,10094,4059,,
2021-07-11,Maryland,4558,2689,31,4,3479,,,,4112,11308,10458,4059,,
2021-07-18,Maryland,4558,2690,32,4,3478,,,,4112,11305,10510,4059,,
2020-03-22,Massachusetts,9,4,0,0,,,,,,,,,,
2020-03-29,Massachusetts,24,10,2,0,,,,,,,,,,
2020-04-05,Massachusetts,45,26,3,0,,,,,,,,,,
2020-04-12,Massachusetts,110,42,5,0,,,,,,,,,,
2020-04-19,Massachusetts,180,67,7,0,,296,,,,,,,,
2020-04-26,Massachusetts,267,110,8,0,,747,,,,,,,,
2020-05-03,Massachusetts,373,146,8,0,,1906,,,,,,,,
2020-05-10,Massachusetts,381,163,8,0,,2825,,,,,,,,
2020-05-17,Massachusetts,390,170,8,0,,4767,,,,,,,,
2020-05-24,Massachusetts,408,182,8,0,,5724,,,,,,,,
2020-05-31,Massachusetts,415,183,8,0,,7679,,,,,,,,
2020-06-07,Massachusetts,416,191,8,0,,7761,,,,,,,,
2020-06-14,Massachusetts,418,191,8,0,,7795,,,,,,,,
2020-06-21,Massachusetts,421,191,8,0,,8009,,,,,,,,
2020-06-28,Massachusetts,422,191,8,0,,8263,,,,,,,,
2020-07-05,Massachusetts,422,192,8,0,,8293,,,,,,,,
2020-07-12,Massachusetts,422,194,8,0,,8473,,,,,,,,
2020-07-19,Massachusetts,422,194,8,0,,8562,,,,,,,,
2020-07-26,Massachusetts,423,194,8,0,,8601,,,,,,,,
2020-08-02,Massachusetts,423,197,8,0,,8760,,,,,,,,
2020-08-09,Massachusetts,423,197,8,0,,9006,,,,,,,,
2020-08-16,Massachusetts,424,199,8,0,,9096,,,,,,,,
2020-08-23,Massachusetts,424,202,8,,9357,8643,,,,,,,,
2020-08-30,Massachusetts,425,203,8,,9413,8897,,,,,,,,
2020-09-06,Massachusetts,425,206,8,,9551,8979,,,,,,,,
2020-09-13,Massachusetts,425,207,8,,9693,9082,,,,,,,,
2020-09-20,Massachusetts,426,207,8,,9788,9176,,,,,,,,
2020-09-27,Massachusetts,454,223,8,,10056,9422,,,,,,,,
2020-10-04,Massachusetts,464,224,8,,10100,9465,,,,,,,,
2020-10-11,Massachusetts,472,226,8,,10212,9587,,,,,,,,
2020-10-18,Massachusetts,472,228,8,,10358,9704,8,,,,,,,
2020-10-25,Massachusetts,476,233,8,,10765,10106,7,,,,,,,
2020-11-01,Massachusetts,557,262,8,,11664,10978,78,,,,,,,
2020-11-08,Massachusetts,744,284,8,,12709,,210,,,,,,,
2020-11-15,Massachusetts,846,330,8,,14747,,290,,,,,,,
2020-11-22,Massachusetts,1042,380,8,,15977,,306,,,,,,,
2020-11-29,Massachusetts,1405,437,8,,17569,,423,,,,,,,
2020-12-06,Massachusetts,1514,519,9,,18679,,350,,,,,,,
2020-12-13,Massachusetts,1685,609,11,,20181,,384,,,,,,,
2020-12-20,Massachusetts,1832,654,11,0,22371,,241,,,,0,0,,
2020-12-27,Massachusetts,2085,706,12,,22882,,157,,,,0,0,,
2021-01-03,Massachusetts,2597,764,16,,23289,,382,,,,0,0,,
2021-01-10,Massachusetts,2682,807,17,,23890,,387,,,,0,0,,
2021-01-17,Massachusetts,2891,834,19,,23983,,327,,,,0,0,,
2021-01-24,Massachusetts,2940,867,19,,24878,,275,,,,0,0,,
2021-01-31,Massachusetts,2989,887,19,,26068,,247,,2710,4267,0,133,,
2021-02-07,Massachusetts,3052,895,19,,27735,,124,,2725,4286,0,258,,
2021-02-14,Massachusetts,3066,899,20,,27796,,107,,2882,4330,830,1303,,
2021-02-21,Massachusetts,3081,905,20,,29128,,28,,2914,4476,3645,2121,,
2021-02-28,Massachusetts,3086,907,20,,29175,,21,,2949,4513,4176,2592,,
2021-03-07,Massachusetts,3087,910,20,,30414,,9,,2949,4582,4176,2605,,
2021-03-14,Massachusetts,3094,912,20,,30659,,5,,2939,4585,4154,2628,,
2021-03-21,Massachusetts,3095,917,21,,31717,,5,,2948,4598,4194,2792,,
2021-03-28,Massachusetts,3096,918,21,,33109,,4,,2949,4619,4279,2795,,
2021-04-04,Massachusetts,3096,930,21,,33817,,1,,2949,4619,4280,2804,,
2021-04-11,Massachusetts,3096,935,21,,34361,,0,,2949,4619,4377,2819,,
2021-04-18,Massachusetts,3096,938,21,,34794,,1,,3112,4620,4378,2819,,
2021-04-25,Massachusetts,3097,942,21,,35043,,1,,2957,4641,4396,2829,,
2021-05-02,Massachusetts,3097,943,21,,35262,,0,,2958,4647,4397,2831,,
2021-05-09,Massachusetts,3098,950,21,,35635,,0,,2958,4647,4401,2831,,
2021-05-16,Massachusetts,3102,953,21,,37609,,3,,2963,4652,4401,2831,,
2021-05-23,Massachusetts,3102,953,21,,37750,,3,,2963,4652,4404,2836,,
2021-05-30,Massachusetts,3105,954,21,,38038,,3,,2964,4739,4412,2836,,
2021-06-06,Massachusetts,3105,954,21,,40129,,1,,2968,4772,4415,2842,,
2021-06-13,Massachusetts,3105,954,21,,40333,,1,,2968,4772,4429,2842,,
2021-06-20,Massachusetts,3105,839,21,,34489,,0,,2975,4800,4317,2827,,
2021-06-27,Massachusetts,3105,839,21,,34489,,0,,2975,4800,4317,2827,,
2021-07-04,Massachusetts,3105,839,21,,34489,,0,,2975,4800,4317,2827,,
2021-07-11,Massachusetts,3105,839,21,,34489,,0,,2975,4800,4317,2827,,
2021-07-18,Massachusetts,3105,839,21,,34489,,0,,2975,4800,4317,2827,,
2020-03-22,Michigan,24,,0,0,,,,,,,,,,
2020-03-29,Michigan,207,25,1,1,,,,,,,,,,
2020-04-05,Michigan,361,137,7,2,,460,,,,,,,,
2020-04-12,Michigan,523,181,17,2,,748,,,,,,,,
2020-04-19,Michigan,1325,230,31,2,,1089,,,,,,,,
2020-04-26,Michigan,1997,268,41,2,,3117,,,,,,,,
2020-05-03,Michigan,2142,293,49,2,,8113,,,,,,,,
2020-05-10,Michigan,2238,313,55,2,,18099,,,,,,,,
2020-05-17,Michigan,3342,336,59,2,,35760,,,,,,,,
2020-05-24,Michigan,3684,359,67,2,,38145,,,,,,,,
2020-05-31,Michigan,3936,368,68,2,,37947,,,,,,,,
2020-06-07,Michigan,3953,371,68,2,,37997,,,,,,,,
2020-06-14,Michigan,3991,379,68,2,,38122,,,,,,,,
2020-06-21,Michigan,3996,376,68,2,,38228,,,,,,,,
2020-06-28,Michigan,4017,380,68,2,,38317,,,,,,,,
2020-07-05,Michigan,4037,384,68,3,,38395,,,,,,,,
2020-07-12,Michigan,3802,393,68,3,,37638,,,,,,,,
2020-07-19,Michigan,4148,408,68,3,,38034,,,,,,,,
2020-07-26,Michigan,3894,413,68,3,,37275,,,,,,,,
2020-08-02,Michigan,4101,421,68,3,,37498,,,,,,,,
2020-08-09,Michigan,4351,435,68,3,,37451,,,,,,,,
2020-08-16,Michigan,4620,443,68,3,,37500,,,,,,,,
2020-08-23,Michigan,5136,454,69,3,,37508,,,,,,,,
2020-08-30,Michigan,5234,480,69,3,,37754,,,,,,,,
2020-09-06,Michigan,5431,488,69,3,,38002,,,,,,,,
2020-09-13,Michigan,5502,498,72,3,,38127,,,,,,,,
2020-09-20,Michigan,5527,505,72,3,38212,38237,,,,,,,,
2020-09-27,Michigan,5571,524,73,3,38301,38515,,,,,,,,
2020-10-04,Michigan,5584,530,73,3,98184,38585,,,,,,,,
2020-10-11,Michigan,5749,640,74,3,117252,39009,,,,,,,,
2020-10-18,Michigan,6602,791,878,3,139208,39215,,,,,,,,
2020-10-25,Michigan,7150,907,74,3,170860,39258,,,,,,,,
2020-11-01,Michigan,7639,1032,74,3,196489,39372,1319,,,,,,,
2020-11-08,Michigan,9413,1347,75,3,229095,39589,2787,,,,,,,
2020-11-15,Michigan,11236,1589,77,3,255441,39579,4208,,,,,,,
2020-11-22,Michigan,12322,1766,79,3,288501,39606,4996,,,,,,,
2020-11-29,Michigan,14056,2124,89,3,319405,39773,5666,,,,,,,
2020-12-06,Michigan,17181,2306,94,3,343582,39918,7940,,,,,,,
2020-12-13,Michigan,20250,2686,104,4,348848,40149,9837,,,,,,,
2020-12-20,Michigan,20954,2804,108,4,384125,39969,6283,,,,0,0,,
2020-12-27,Michigan,21844,2961,117,4,402143,40063,6774,,,,0,0,,
2021-01-03,Michigan,23041,3147,121,4,418846,40157,7396,,,,0,0,,
2021-01-10,Michigan,23394,3253,125,4,433511,40228,6172,,,,0,0,,
2021-01-17,Michigan,23877,3328,128,4,449732,40309,3778,,,,0,0,,
2021-01-24,Michigan,24193,3443,132,4,466640,40441,1669,,,,,,,
2021-01-31,Michigan,24493,3499,136,4,481931,40513,1036,,,,,,,
2021-02-07,Michigan,24919,3540,137,4,493518,40593,1053,,,,,,,
2021-02-14,Michigan,25103,3582,138,4,509647,40658,1041,,,,,,,
2021-02-21,Michigan,25202,3626,138,4,525217,40742,681,,,,,,,
2021-02-28,Michigan,25363,3654,138,4,543350,40830,632,,,,,,,
2021-03-07,Michigan,25661,3687,139,4,572552,40935,824,,,,,,,
2021-03-14,Michigan,25748,3735,139,4,614211,40962,853,,,,3978,,,
2021-03-21,Michigan,25930,3840,139,4,643121,41074,850,,,,4279,,,
2021-03-28,Michigan,26100,3942,139,4,664433,41198,812,,,,11814,,,
2021-04-04,Michigan,26156,4039,140,5,701601,41234,462,,,,15576,,,
2021-04-11,Michigan,26225,4138,141,5,727543,41315,356,,,,17935,,,
2021-04-18,Michigan,26242,4195,143,5,760943,41395,347,,,,19194,,,
2021-04-25,Michigan,26428,4250,143,6,788321,41514,238,,,,19416,,,
2021-05-02,Michigan,26462,4298,141,6,814314,41606,188,,,,19532,,,
2021-05-09,Michigan,26655,4330,141,6,849219,41695,306,,,20171,19722,,31849,
2021-05-16,Michigan,26666,4365,141,6,881458,41768,297,,,20328,19768,,32053,
2021-05-23,Michigan,26679,4387,140,6,909819,41925,64,,,20419,19833,,32146,
2021-05-30,Michigan,26684,4392,141,6,929806,41998,58,,,20709,20074,,32519,
