State,Web.Group,Measure,Val,Rate,Date
Connecticut,Prison,Residents.Active,,,2021-08-03
Connecticut,Prison,Residents.Completed,,,2021-08-03
Connecticut,Prison,Residents.Confirmed,4549,0.37013832384052076,2021-08-03
Connecticut,Prison,Residents.Deaths,19,0.001545972335231896,2021-08-03
Connecticut,Prison,Residents.Initiated,4843,0.39406021155410903,2021-08-03
Connecticut,Prison,Residents.Tadmin,143190,11.65093572009764,2021-08-03
Connecticut,Prison,Residents.Tested,,,2021-08-03
Connecticut,Prison,Residents.Vadmin,,,2021-08-03
Connecticut,Prison,Staff.Active,,,2021-08-03
Connecticut,Prison,Staff.Completed,,,2021-08-03
Connecticut,Prison,Staff.Confirmed,1690,0.2717478694323846,2021-08-03
Connecticut,Prison,Staff.Deaths,0,0,2021-08-03
Connecticut,Prison,Staff.Initiated,2697,0.43367100820067533,2021-08-03
Connecticut,Prison,Staff.Tested,,,2021-08-03
Connecticut,Prison,Staff.Vadmin,,,2021-08-03
Delaware,Prison,Residents.Active,,,2021-08-03
Delaware,Prison,Residents.Completed,2058,0.4081713605712019,2021-08-03
Delaware,Prison,Residents.Confirmed,2064,0.4093613645378818,2021-08-03
Delaware,Prison,Residents.Deaths,13,0.002578341927806426,2021-08-03
Delaware,Prison,Residents.Initiated,2668,0.5291550971836573,2021-08-03
Delaware,Prison,Residents.Tadmin,15841,3.1418088060293536,2021-08-03
Delaware,Prison,Residents.Tested,,,2021-08-03
Delaware,Prison,Residents.Vadmin,,,2021-08-03
Delaware,Prison,Staff.Active,0,,2021-08-03
Delaware,Prison,Staff.Completed,1130,,2021-08-03
Delaware,Prison,Staff.Confirmed,770,,2021-08-03
Delaware,Prison,Staff.Deaths,1,,2021-08-03
Delaware,Prison,Staff.Initiated,1303,,2021-08-03
Delaware,Prison,Staff.Tested,,,2021-08-03
Delaware,Prison,Staff.Vadmin,,,2021-08-03
Florida,Prison,Residents.Active,,,2021-08-03
Florida,Prison,Residents.Completed,,,2021-08-03
Florida,Prison,Residents.Confirmed,18072,0.1927392176101702,2021-08-03
Florida,Prison,Residents.Deaths,221,0.0023569813574506205,2021-08-03
Florida,Prison,Residents.Initiated,,,2021-08-03
Florida,Prison,Residents.Tadmin,,,2021-08-03
Florida,Prison,Residents.Tested,,,2021-08-03
Florida,Prison,Residents.Vadmin,,,2021-08-03
Florida,Prison,Staff.Active,,,2021-08-03
Florida,Prison,Staff.Completed,,,2021-08-03
Florida,Prison,Staff.Confirmed,6066,0.22356540006633988,2021-08-03
Florida,Prison,Staff.Deaths,9,3.3169940662661706e-4,2021-08-03
Florida,Prison,Staff.Initiated,,,2021-08-03
Florida,Prison,Staff.Tested,,,2021-08-03
Florida,Prison,Staff.Vadmin,,,2021-08-03
Georgia,Prison,Residents.Active,,,2021-08-03
Georgia,Prison,Residents.Completed,,,2021-08-03
Georgia,Prison,Residents.Confirmed,3875,0.06608793532762561,2021-08-03
Georgia,Prison,Residents.Deaths,93,0.0015861104478630146,2021-08-03
Georgia,Prison,Residents.Initiated,29115,0.49655489988743734,2021-08-03
Georgia,Prison,Residents.Tadmin,,,2021-08-03
Georgia,Prison,Residents.Tested,,,2021-08-03
Georgia,Prison,Residents.Vadmin,,,2021-08-03
Georgia,Prison,Staff.Active,,,2021-08-03
Georgia,Prison,Staff.Completed,,,2021-08-03
Georgia,Prison,Staff.Confirmed,1752,,2021-08-03
Georgia,Prison,Staff.Deaths,4,,2021-08-03
Georgia,Prison,Staff.Initiated,1726,,2021-08-03
Georgia,Prison,Staff.Tested,,,2021-08-03
Georgia,Prison,Staff.Vadmin,,,2021-08-03
Hawaii,Prison,Residents.Active,3,6.203473945409429e-4,2021-08-03
Hawaii,Prison,Residents.Completed,,,2021-08-03
Hawaii,Prison,Residents.Confirmed,2242,0.46360628618693134,2021-08-03
Hawaii,Prison,Residents.Deaths,9,0.0018610421836228288,2021-08-03
Hawaii,Prison,Residents.Initiated,,,2021-08-03
Hawaii,Prison,Residents.Tadmin,21467,4.43899917287014,2021-08-03
Hawaii,Prison,Residents.Tested,,,2021-08-03
Hawaii,Prison,Residents.Vadmin,,,2021-08-03
Hawaii,Prison,Staff.Active,5,0.002380952380952381,2021-08-03
Hawaii,Prison,Staff.Completed,,,2021-08-03
Hawaii,Prison,Staff.Confirmed,270,0.12857142857142856,2021-08-03
Hawaii,Prison,Staff.Deaths,0,0,2021-08-03
Hawaii,Prison,Staff.Initiated,,,2021-08-03
Hawaii,Prison,Staff.Tested,,,2021-08-03
Hawaii,Prison,Staff.Vadmin,,,2021-08-03
Idaho,Prison,Residents.Active,18,0.0023029682702149436,2021-08-03
Idaho,Prison,Residents.Completed,5440,0.6960081883316275,2021-08-03
Idaho,Prison,Residents.Confirmed,4350,0.5565506653019447,2021-08-03
Idaho,Prison,Residents.Deaths,6,7.676560900716479e-4,2021-08-03
Idaho,Prison,Residents.Initiated,,,2021-08-03
Idaho,Prison,Residents.Tadmin,40044,5.123336745138178,2021-08-03
Idaho,Prison,Residents.Tested,12158,1.5555271238485158,2021-08-03
Idaho,Prison,Residents.Vadmin,,,2021-08-03
Idaho,Prison,Staff.Active,,,2021-08-03
Idaho,Prison,Staff.Completed,214,0.10824481537683359,2021-08-03
Idaho,Prison,Staff.Confirmed,486,0.24582701062215478,2021-08-03
Idaho,Prison,Staff.Deaths,0,0,2021-08-03
Idaho,Prison,Staff.Initiated,,,2021-08-03
Idaho,Prison,Staff.Tested,6554,3.3151239251391,2021-08-03
Idaho,Prison,Staff.Vadmin,,,2021-08-03
Illinois,Prison,Residents.Active,30,8.055853920515575e-4,2021-08-03
Illinois,Prison,Residents.Completed,18895,0.5116297961062523,2021-08-03
Illinois,Prison,Residents.Confirmed,10953,0.29411922663802365,2021-08-03
Illinois,Prison,Residents.Deaths,88,0.0023828220194416615,2021-08-03
Illinois,Prison,Residents.Initiated,,,2021-08-03
Illinois,Prison,Residents.Tadmin,676455,18.164742212674543,2021-08-03
Illinois,Prison,Residents.Tested,,,2021-08-03
Illinois,Prison,Residents.Vadmin,,,2021-08-03
Illinois,Prison,Staff.Active,97,0.00758701603441533,2021-08-03
Illinois,Prison,Staff.Completed,4868,0.38075870160344155,2021-08-03
Illinois,Prison,Staff.Confirmed,4771,0.3731716855690262,2021-08-03
Illinois,Prison,Staff.Deaths,1,7.821666014861165e-5,2021-08-03
Illinois,Prison,Staff.Initiated,,,2021-08-03
Illinois,Prison,Staff.Tested,,,2021-08-03
Illinois,Prison,Staff.Vadmin,,,2021-08-03
Indiana,Prison,Residents.Active,11,4.1072362034202074e-4,2021-08-03
Indiana,Prison,Residents.Completed,12842,0.4767597267597268,2021-08-03
Indiana,Prison,Residents.Confirmed,3746,0.13987006198192817,2021-08-03
Indiana,Prison,Residents.Deaths,51,0.001904264057949369,2021-08-03
Indiana,Prison,Residents.Initiated,,,2021-08-03
Indiana,Prison,Residents.Tadmin,25020,0.9342095437233963,2021-08-03
Indiana,Prison,Residents.Tested,,,2021-08-03
Indiana,Prison,Residents.Vadmin,,,2021-08-03
Indiana,Prison,Staff.Active,40,0.007165890361877463,2021-08-03
Indiana,Prison,Staff.Completed,,,2021-08-03
Indiana,Prison,Staff.Confirmed,1574,0.2819777857398782,2021-08-03
Indiana,Prison,Staff.Deaths,4,7.165890361877463e-4,2021-08-03
Indiana,Prison,Staff.Initiated,,,2021-08-03
Indiana,Prison,Staff.Tested,5813,1.0413830168398424,2021-08-03
Indiana,Prison,Staff.Vadmin,,,2021-08-03
Iowa,Prison,Residents.Active,,,2021-08-03
Iowa,Prison,Residents.Completed,5188,0.6079924997070199,2021-08-03
Iowa,Prison,Residents.Confirmed,4899,0.5741239892183289,2021-08-03
Iowa,Prison,Residents.Deaths,19,0.0022266494784952537,2021-08-03
Iowa,Prison,Residents.Initiated,,,2021-08-03
Iowa,Prison,Residents.Tadmin,49303,5.777921012539553,2021-08-03
Iowa,Prison,Residents.Tested,,,2021-08-03
Iowa,Prison,Residents.Vadmin,,,2021-08-03
Iowa,Prison,Staff.Active,,,2021-08-03
Iowa,Prison,Staff.Completed,1334,0.5374697824335214,2021-08-03
